birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
2/21/88,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,8,6,2,4,3442,1,40,high,No,execellent,low,very high,3,Single,9,execellent,none,No
4/8/60,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,30,26,12,12,19556,0,40,low,No,execellent,low,medium,6,Single,7,outstanding,frequently,No
12/10/83,Male,2,System Engineer,Research & Development,college,Technical Degree,9,7,7,7,6146,1,40,high,No,execellent,none,high,1,Single,22,good,rarely,No
5/19/82,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Medical,14,11,10,8,11635,1,40,high,No,execellent,none,low,3,Single,6,outstanding,none,No
7/3/68,Male,4,Manager,Research & Development,bachelor/engineer,Medical,28,14,7,8,16785,1,40,high,No,execellent,none,low,5,Single,2,good,rarely,No
11/16/78,Male,2,Research Director,Research & Development,bachelor/engineer,Medical,9,8,7,7,4535,0,40,medium,Yes,execellent,low,high,0,Single,18,good,none,No
3/15/84,Male,2,Laboratory Technician,Research & Development,college,Medical,13,2,2,2,3459,1,40,medium,No,outstanding,low,high,8,Married,2,outstanding,rarely,No
1/21/80,Male,2,Manufacturing Director,Research & Development,master,Other,10,8,4,2,4088,2,40,very high,No,execellent,none,high,3,Married,2,good,rarely,No
6/6/82,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,6,4,2,2,2225,2,40,very high,No,execellent,low,medium,4,Married,1,execellent,rarely,No
5/12/82,Male,3,Research Director,Research & Development,bachelor/engineer,Technical Degree,15,9,8,6,8637,0,40,low,No,outstanding,low,high,2,Single,27,outstanding,rarely,No
11/30/78,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,8,5,5,4639,1,40,very high,No,execellent,low,low,2,Married,13,outstanding,rarely,No
6/4/70,Female,1,Manager,Research & Development,master,Medical,10,9,6,4,3211,1,40,very high,No,execellent,low,low,2,Married,23,outstanding,rarely,No
1/9/90,Male,1,Laboratory Technician,Research & Development,highschool graduated,Medical,7,6,2,5,2099,0,40,medium,No,execellent,low,medium,1,Married,12,execellent,rarely,No
10/2/87,Male,3,Research Director,Research & Development,master,Medical,10,10,2,8,11928,1,40,medium,Yes,outstanding,low,high,1,Married,9,outstanding,rarely,No
10/5/78,Female,1,Laboratory Technician,Research & Development,master,Medical,5,5,4,4,2442,0,40,very high,No,outstanding,high,high,1,Single,4,good,rarely,No
3/22/86,Male,2,Manufacturing Director,Staff,highschool graduated,Medical,8,7,3,5,3897,0,40,medium,No,outstanding,low,very high,1,Single,2,outstanding,rarely,No
5/12/75,Male,2,System Engineer,Engineer,college,Technical Degree,15,12,4,9,6234,0,40,very high,No,execellent,none,very high,7,Single,11,outstanding,rarely,No
5/25/80,Male,1,Research Director,Research & Development,bachelor/engineer,Life Sciences,12,7,3,6,3026,1,40,high,No,outstanding,low,medium,4,Married,18,good,rarely,No
11/16/82,Male,2,Research Scientist,Research & Development,master,Technical Degree,10,7,6,6,3056,2,40,very high,Yes,execellent,none,high,6,Married,4,outstanding,rarely,No
1/11/80,Male,1,Research Director,Research & Development,bachelor/engineer,Medical,6,4,3,2,3941,1,40,very high,Yes,execellent,low,very high,5,Single,3,execellent,rarely,No
10/11/90,Male,1,Research Scientist,Research & Development,college,Medical,6,4,3,3,2014,2,40,high,No,execellent,low,high,3,Divorced,5,outstanding,none,No
9/12/83,Male,3,Research Director,Research & Development,master,Medical,13,4,2,2,13670,1,40,medium,No,execellent,low,high,7,Married,5,average,rarely,No
9/7/75,Male,2,Laboratory Technician,Research & Development,master,Medical,10,6,1,5,5038,1,40,medium,No,execellent,low,medium,2,Single,3,outstanding,none,No
5/4/67,Male,5,Manufacturing Director,Research & Development,master,Technical Degree,27,2,2,1,18983,2,40,high,No,execellent,low,low,5,Single,2,outstanding,rarely,No
2/23/65,Male,4,Manufacturing Director,Research & Development,master,Life Sciences,23,7,6,1,15501,0,40,high,Yes,execellent,low,high,4,Single,6,good,rarely,No
3/24/69,Female,2,Research Director,Research & Development,master,Other,16,15,11,11,6569,1,40,high,Yes,execellent,low,medium,2,Married,20,outstanding,rarely,No
6/16/82,Male,3,Human Resources,Research & Development,bachelor/engineer,Medical,10,9,7,6,8495,1,40,very high,No,execellent,low,very high,1,Married,10,outstanding,rarely,No
11/22/82,Male,2,System Engineer,Research & Development,bachelor/engineer,Technical Degree,5,5,3,1,4602,0,40,high,No,execellent,low,high,1,Single,18,good,rarely,No
10/26/90,Female,1,Research Scientist,Research & Development,highschool graduated,Technical Degree,7,7,3,4,3760,1,40,medium,Yes,execellent,high,very high,1,Single,3,execellent,rarely,No
1/16/83,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,6,6,2,4,2582,2,40,high,Yes,execellent,low,high,1,Married,17,outstanding,rarely,No
7/27/60,Male,4,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,32,3,1,1,14128,1,40,low,No,execellent,low,very high,3,Divorced,29,execellent,rarely,No
11/23/95,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,4,4,2,2,2327,2,40,very high,Yes,outstanding,low,high,1,Married,10,average,rarely,No
5/6/82,Male,2,Research Director,Research & Development,bachelor/engineer,Other,10,7,6,2,4198,1,40,medium,No,execellent,low,high,2,Married,19,good,rarely,No
9/6/76,Female,2,Research Director,Research & Development,master,Medical,13,5,3,2,4874,1,40,high,No,outstanding,low,medium,2,Married,24,execellent,frequently,No
11/11/74,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,5,3,4,2647,2,40,very high,Yes,execellent,low,high,2,Married,3,outstanding,rarely,No
7/5/90,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,7,5,3,3,2580,0,40,very high,No,outstanding,low,very high,2,Single,3,execellent,none,No
8/9/83,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,9,5,4,4,2451,2,40,high,No,execellent,low,high,6,Married,11,average,rarely,No
4/30/87,Female,2,Manager,Research & Development,master,Medical,10,9,8,5,6697,3,40,high,No,execellent,none,high,1,Married,2,good,none,No
9/13/89,Male,1,Laboratory Technician,Research & Development,college,Medical,7,7,4,6,3816,1,40,very high,No,execellent,low,high,1,Married,6,good,rarely,No
2/22/76,Male,1,Laboratory Technician,Research & Development,master,Medical,5,5,3,4,2290,2,40,very high,No,outstanding,low,medium,1,Divorced,10,execellent,rarely,No
5/31/86,Male,2,Manager,Research & Development,bachelor/engineer,Life Sciences,12,8,4,7,4194,0,40,very high,Yes,execellent,low,high,1,Single,14,outstanding,rarely,No
3/29/64,Male,4,Manager,Research & Development,master,Technical Degree,31,24,8,7,15422,0,40,medium,No,execellent,low,very high,3,Single,2,execellent,rarely,No
3/29/78,Female,4,System Engineer,Research & Development,college,Technical Degree,21,20,9,6,12034,1,40,medium,No,execellent,low,very high,1,Married,25,good,rarely,No
3/28/79,Male,1,Research Scientist,Staff,college,Medical,8,6,4,3,2996,1,40,very high,Yes,execellent,low,high,7,Married,4,outstanding,rarely,No
10/30/61,Male,5,Research Director,Staff,master,Medical,36,24,15,15,18723,1,40,high,No,outstanding,none,high,9,Single,14,outstanding,rarely,No
3/18/70,Female,2,System Engineer,Research & Development,bachelor/engineer,Technical Degree,10,10,1,8,4163,1,40,very high,Yes,execellent,none,very high,1,Single,5,outstanding,none,No
2/16/68,Male,4,Manufacturing Director,Research & Development,master,Life Sciences,30,24,5,6,17908,1,40,low,No,execellent,none,medium,3,Married,2,outstanding,rarely,No
9/5/80,Male,3,Research Scientist,Research & Development,bachelor/engineer,Other,12,6,4,5,8842,1,40,medium,Yes,execellent,none,medium,2,Divorced,9,outstanding,rarely,No
5/1/69,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,15,8,5,6,10600,1,40,medium,No,execellent,low,high,2,Married,3,execellent,frequently,No
7/20/81,Male,3,Human Resources,Research & Development,master,Medical,10,9,7,1,7631,0,40,very high,Yes,execellent,none,high,4,Single,16,execellent,rarely,No
7/18/80,Male,2,Manager,Research & Development,bachelor/engineer,Medical,11,5,4,3,6284,1,40,medium,No,outstanding,low,medium,2,Married,9,execellent,rarely,No
1/11/77,Male,3,System Engineer,Engineer,master,Technical Degree,10,10,8,8,8396,1,40,high,No,execellent,none,low,1,Married,5,execellent,rarely,No
4/3/77,Male,1,Research Scientist,Research & Development,master,Medical,4,2,2,1,3618,1,40,very high,Yes,execellent,low,high,8,Married,8,outstanding,rarely,No
1/17/82,Male,2,Laboratory Technician,Staff,bachelor/engineer,Life Sciences,6,6,5,5,3606,1,40,high,Yes,execellent,none,high,1,Married,6,outstanding,rarely,No
7/5/76,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,9,7,6,8395,1,40,high,No,execellent,low,low,1,Married,16,execellent,rarely,No
5/27/89,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,5,5,2,2,2711,1,40,high,Yes,execellent,low,very high,1,Married,18,outstanding,rarely,No
7/23/87,Male,2,System Engineer,Engineer,master,Technical Degree,8,6,5,6,5303,2,40,very high,No,outstanding,low,very high,8,Married,23,outstanding,rarely,No
11/6/86,Male,2,Manufacturing Director,Research & Development,college,Other,13,13,10,12,4308,1,40,high,No,execellent,none,medium,1,Married,7,good,none,No
6/2/79,Male,1,Laboratory Technician,Research & Development,college,Medical,9,9,4,7,3754,1,40,very high,No,execellent,low,high,1,Married,7,good,rarely,No
7/11/75,Female,5,Manufacturing Director,Research & Development,college,Medical,22,21,8,10,19041,1,40,very high,Yes,execellent,low,very high,1,Married,6,execellent,rarely,No
10/7/76,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,11,4,4,4,6876,1,40,medium,No,execellent,low,medium,3,Single,5,good,rarely,No
5/28/87,Male,1,Research Director,Research & Development,bachelor/engineer,Medical,8,7,6,5,2764,1,40,very high,No,execellent,low,high,1,Married,16,outstanding,none,No
11/3/81,Male,3,Manufacturing Director,Research & Development,doctor,Medical,15,13,8,8,8857,1,40,very high,Yes,execellent,low,very high,1,Single,12,execellent,rarely,No
6/15/72,Male,4,Manager,Engineer,college,Technical Degree,22,12,9,8,17463,1,40,medium,No,execellent,none,high,3,Single,5,outstanding,rarely,No
9/11/87,Female,1,Research Director,Staff,bachelor/engineer,Technical Degree,3,2,1,1,2109,1,40,very high,No,execellent,low,medium,3,Married,5,outstanding,rarely,No
10/20/65,Male,3,System Engineer,Research & Development,college,Technical Degree,33,6,3,5,10933,1,40,medium,Yes,outstanding,none,very high,7,Married,9,outstanding,rarely,No
7/31/87,Male,1,Manufacturing Director,Staff,bachelor/engineer,Other,7,5,5,5,2711,1,40,high,No,execellent,none,very high,2,Married,3,good,rarely,No
11/25/91,Female,1,Manufacturing Director,Research & Development,college,Medical,5,5,4,2,3294,1,40,very high,No,execellent,low,medium,1,Single,7,outstanding,rarely,No
1/17/69,Male,4,Manager,Research & Development,doctor,Medical,22,3,2,2,15344,1,40,very high,No,outstanding,low,medium,6,Married,2,good,rarely,No
11/2/77,Male,3,Research Scientist,Research & Development,bachelor/engineer,Other,9,5,4,4,8387,1,40,high,No,execellent,low,medium,3,Single,17,execellent,rarely,No
7/17/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,9,5,3,3,3430,1,40,low,No,execellent,low,high,7,Single,7,good,rarely,No
4/30/74,Male,1,Manufacturing Director,Research & Development,bachelor/engineer,Medical,8,3,2,2,2652,2,40,medium,Yes,outstanding,low,very high,3,Single,8,outstanding,rarely,No
10/8/88,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,5,5,4,3,4649,2,40,very high,Yes,outstanding,none,very high,1,Married,3,good,rarely,No
3/26/72,Male,3,Research Director,Research & Development,master,Technical Degree,14,11,8,3,10353,1,40,high,Yes,outstanding,low,very high,4,Married,8,execellent,frequently,No
9/19/68,Male,4,Manager,Research & Development,master,Life Sciences,22,6,5,2,15393,1,40,very high,No,execellent,low,medium,6,Single,1,average,rarely,No
9/2/89,Male,1,Research Director,Research & Development,college,Medical,6,6,4,4,3200,1,40,medium,No,execellent,low,medium,1,Married,7,good,rarely,No
5/31/69,Male,2,Research Director,Research & Development,bachelor/engineer,Technical Degree,14,13,10,10,5412,1,40,high,Yes,outstanding,none,very high,3,Married,18,execellent,frequently,No
11/21/82,Male,2,Research Director,Research & Development,master,Other,13,13,11,9,5206,1,40,high,Yes,execellent,low,very high,1,Married,16,outstanding,rarely,No
9/7/91,Female,1,Manufacturing Director,Research & Development,master,Technical Degree,4,3,2,3,2812,1,40,high,Yes,execellent,none,high,7,Married,19,good,rarely,No
2/18/77,Male,3,System Engineer,Research & Development,doctor,Technical Degree,17,10,8,6,7287,2,40,very high,No,execellent,low,high,2,Single,3,average,rarely,No
11/24/86,Male,2,System Engineer,Research & Development,master,Technical Degree,8,7,5,7,5256,1,40,high,No,execellent,none,very high,2,Single,12,outstanding,none,No
6/5/83,Male,1,Research Scientist,Research & Development,doctor,Life Sciences,8,4,3,3,3034,0,40,high,No,outstanding,low,high,4,Single,10,average,rarely,No
9/17/84,Female,1,Laboratory Technician,Research & Development,master,Medical,9,7,6,6,4022,1,40,very high,Yes,execellent,none,high,8,Single,28,execellent,rarely,No
9/18/87,Male,3,Research Director,Research & Development,bachelor/engineer,Medical,10,9,7,7,7416,0,40,high,No,execellent,low,medium,2,Single,2,outstanding,rarely,No
5/20/96,Male,1,Manufacturing Director,Research & Development,bachelor/engineer,Other,1,1,0,1,1214,1,40,very high,No,outstanding,low,high,1,Single,5,execellent,rarely,No
12/7/89,Male,1,Research Director,Research & Development,college,Medical,6,5,2,4,3297,2,40,medium,Yes,execellent,low,medium,1,Married,5,outstanding,none,No
8/15/98,Male,1,Research Scientist,Research & Development,college,Life Sciences,1,1,0,1,1066,1,40,high,No,outstanding,none,very high,1,Single,5,outstanding,rarely,No
4/12/87,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Other,5,5,2,2,3913,2,40,medium,No,outstanding,low,high,1,Divorced,19,good,none,No
10/11/75,Male,4,Research Director,Research & Development,bachelor/engineer,Other,20,6,5,5,12897,3,40,medium,Yes,outstanding,none,very high,3,Married,3,outstanding,rarely,No
8/27/64,Male,5,Manager,Staff,bachelor/engineer,Medical,23,20,9,11,19178,2,40,very high,No,execellent,low,very high,4,Married,4,outstanding,none,No
1/15/76,Male,4,Manufacturing Director,Research & Development,master,Life Sciences,23,19,7,16,16825,1,40,medium,Yes,execellent,low,low,3,Married,2,good,rarely,No
4/29/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,5,5,3,3,2510,2,40,medium,No,execellent,low,very high,1,Married,4,good,rarely,No
6/5/81,Male,2,System Engineer,Research & Development,doctor,Technical Degree,17,12,10,7,4314,0,40,very high,Yes,outstanding,low,medium,1,Single,2,good,rarely,No
10/29/81,Male,2,Human Resources,Research & Development,bachelor/engineer,Other,17,8,8,8,5237,2,40,high,Yes,execellent,low,high,6,Married,27,execellent,rarely,No
1/30/87,Male,2,Human Resources,Research & Development,bachelor/engineer,Medical,10,4,3,3,6293,0,40,very high,Yes,outstanding,low,very high,8,Single,2,outstanding,frequently,No
8/5/79,Male,2,Human Resources,Research & Development,bachelor/engineer,Medical,13,5,4,3,6286,1,40,medium,No,execellent,low,medium,3,Married,14,execellent,rarely,No
12/1/88,Male,2,Research Scientist,Research & Development,master,Technical Degree,5,3,2,2,4858,1,40,very high,No,outstanding,none,high,3,Married,9,outstanding,frequently,No
5/11/69,Male,4,Research Director,Research & Development,master,Life Sciences,18,14,9,8,12567,2,40,high,No,execellent,low,high,4,Married,6,outstanding,none,No
7/5/58,Male,3,Manufacturing Director,Research & Development,master,Other,25,9,7,4,10516,1,40,very high,Yes,execellent,low,very high,6,Single,18,outstanding,none,No
12/24/85,Male,1,Research Scientist,Research & Development,master,Life Sciences,13,10,8,6,3147,1,40,very high,No,execellent,none,medium,6,Married,8,execellent,rarely,No
3/28/82,Male,2,Research Director,Research & Development,college,Medical,12,9,8,8,9559,1,40,very high,Yes,execellent,low,high,2,Married,2,execellent,rarely,No
6/21/70,Male,2,System Engineer,Research & Development,college,Technical Degree,18,18,14,7,4905,1,40,medium,No,outstanding,low,high,1,Married,1,execellent,rarely,No
3/13/78,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,11,7,7,7,8238,2,40,very high,Yes,execellent,low,high,2,Married,7,average,rarely,No
5/26/85,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,5,4,3,2,2222,1,40,very high,No,execellent,low,medium,3,Married,2,outstanding,rarely,No
4/4/71,Female,4,Manager,Research & Development,master,Other,26,14,11,7,16580,1,40,high,No,execellent,low,high,6,Married,3,execellent,rarely,No
11/13/85,Male,2,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,9,8,6,7,6935,1,40,medium,No,execellent,low,very high,3,Single,6,good,rarely,No
3/25/83,Male,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,15,14,10,13,3986,1,40,medium,No,execellent,low,very high,2,Married,5,execellent,rarely,No
8/16/87,Male,1,Healthcare Representative,Research & Development,bachelor/engineer,Technical Degree,4,4,2,3,2157,1,40,high,No,execellent,low,very high,2,Married,20,good,none,No
3/2/82,Male,2,Manager,Research & Development,bachelor/engineer,Other,10,4,3,3,3680,0,40,medium,No,execellent,low,very high,4,Single,25,outstanding,rarely,No
8/4/75,Male,4,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,24,22,13,9,17032,1,40,high,No,outstanding,low,low,8,Married,8,execellent,rarely,No
7/8/65,Male,2,Healthcare Representative,Research & Development,bachelor/engineer,Technical Degree,13,7,7,5,2305,2,40,high,Yes,outstanding,low,high,2,Married,7,outstanding,rarely,No
9/17/82,Male,1,Human Resources,Research & Development,college,Technical Degree,3,3,2,2,2412,1,40,high,No,execellent,low,high,1,Married,11,good,rarely,No
4/21/83,Male,1,Research Director,Research & Development,bachelor/engineer,Other,8,3,2,2,2309,1,40,very high,No,execellent,low,medium,2,Single,25,outstanding,rarely,No
11/6/86,Male,1,Laboratory Technician,Research & Development,master,Other,4,3,2,2,3980,1,40,medium,No,execellent,low,very high,6,Married,6,execellent,rarely,No
3/23/67,Male,1,Laboratory Technician,Staff,college,Medical,5,2,2,2,2268,0,40,high,No,execellent,low,very high,6,Married,7,outstanding,rarely,No
1/21/65,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Other,26,12,11,7,19092,1,40,very high,No,execellent,low,high,5,Married,8,outstanding,rarely,No
9/15/79,Female,1,Research Director,Research & Development,master,Medical,9,4,2,3,3284,0,40,high,Yes,execellent,low,very high,2,Single,2,execellent,rarely,No
6/9/80,Male,3,System Engineer,Engineer,master,Technical Degree,11,8,5,5,8666,1,40,high,No,outstanding,low,very high,3,Single,6,execellent,rarely,No
12/22/80,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,12,12,8,9,6481,1,40,very high,No,execellent,low,very high,1,Single,4,execellent,rarely,No
4/29/87,Male,2,Research Director,Research & Development,bachelor/engineer,Other,5,3,3,2,4369,2,40,high,No,execellent,high,high,2,Married,4,average,rarely,No
1/22/77,Male,1,Laboratory Technician,Research & Development,master,Medical,8,2,1,1,2407,2,40,low,No,execellent,low,very high,8,Married,2,execellent,rarely,No
9/7/75,Female,2,Research Director,Research & Development,college,Life Sciences,11,9,7,8,5899,2,40,high,No,execellent,low,very high,1,Married,20,outstanding,rarely,No
9/5/73,Male,1,Research Scientist,Research & Development,college,Medical,7,4,3,4,2649,2,40,high,No,outstanding,low,very high,2,Married,6,outstanding,rarely,No
9/11/90,Male,1,Research Scientist,Research & Development,bachelor/engineer,Other,8,6,4,3,3761,1,40,medium,Yes,execellent,high,very high,5,Single,4,execellent,rarely,No
12/12/77,Male,3,Laboratory Technician,Research & Development,bachelor/engineer,Medical,11,10,9,9,7521,2,40,medium,No,execellent,low,very high,2,Married,10,execellent,rarely,No
11/13/87,Male,2,Manager,Research & Development,college,Medical,10,10,9,5,4724,1,40,high,Yes,execellent,low,medium,1,Single,4,outstanding,rarely,No
4/12/78,Male,1,Laboratory Technician,Staff,master,Life Sciences,13,11,10,8,2591,3,40,medium,No,execellent,none,medium,5,Divorced,2,outstanding,rarely,No
1/20/77,Male,3,Research Director,Research & Development,master,Medical,20,18,7,13,13497,0,40,high,No,outstanding,low,high,9,Single,10,execellent,rarely,No
1/26/71,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,25,17,11,12,19235,1,40,high,Yes,execellent,low,very high,2,Married,4,outstanding,rarely,No
8/24/76,Male,1,Manufacturing Director,Research & Development,bachelor/engineer,Other,7,5,3,4,2645,2,40,very high,Yes,outstanding,low,very high,2,Married,2,outstanding,rarely,No
7/23/82,Male,1,Healthcare Representative,Research & Development,master,Technical Degree,7,4,2,3,2645,0,40,very high,Yes,outstanding,low,very high,3,Single,3,outstanding,rarely,No
8/18/82,Male,3,Research Director,Research & Development,master,Technical Degree,17,16,7,13,8089,1,40,high,No,execellent,low,medium,0,Single,6,outstanding,none,No
6/15/90,Male,1,Laboratory Technician,Research & Development,college,Medical,7,3,2,2,3672,3,40,very high,No,execellent,low,very high,4,Married,19,outstanding,none,No
1/9/96,Male,1,Manager,Research & Development,bachelor/engineer,Other,1,1,0,1,1213,1,40,very high,No,outstanding,low,high,1,Single,6,execellent,rarely,No
3/12/81,Male,2,Research Scientist,Staff,bachelor/engineer,Technical Degree,11,9,2,8,4486,1,40,high,No,execellent,low,medium,4,Single,5,outstanding,rarely,No
1/11/90,Female,1,Research Director,Research & Development,bachelor/engineer,Medical,6,6,4,2,3293,2,40,very high,No,execellent,low,medium,1,Married,8,outstanding,rarely,No
3/30/75,Male,3,Research Scientist,Research & Development,master,Technical Degree,22,15,11,10,10487,1,40,very high,Yes,outstanding,high,medium,5,Married,8,outstanding,rarely,No
11/8/82,Male,1,Research Director,Research & Development,master,Life Sciences,8,5,5,5,2207,1,40,very high,Yes,execellent,low,very high,7,Single,17,outstanding,none,No
8/4/65,Male,3,Research Director,Research & Development,bachelor/engineer,Other,28,6,5,4,7969,1,40,very high,Yes,execellent,low,very high,2,Married,3,outstanding,frequently,No
6/29/63,Male,4,System Engineer,Engineer,master,Technical Degree,35,32,7,10,13834,1,40,very high,Yes,execellent,low,high,4,Single,8,outstanding,rarely,No
1/27/75,Male,5,Manager,Staff,bachelor/engineer,Life Sciences,24,23,8,11,19190,2,40,very high,No,execellent,low,high,1,Married,2,execellent,rarely,No
4/8/83,Male,1,Manager,Staff,bachelor/engineer,Life Sciences,6,6,5,4,2342,0,40,medium,No,outstanding,low,high,1,Single,11,execellent,rarely,No
7/18/70,Male,2,System Engineer,Research & Development,doctor,Technical Degree,15,8,7,7,5465,1,40,high,Yes,outstanding,none,medium,8,Married,12,execellent,none,No
5/8/70,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Other,27,16,7,9,18196,1,40,medium,Yes,execellent,low,medium,6,Married,4,execellent,none,No
4/22/85,Female,2,Manager,Research & Development,master,Other,10,8,7,7,4025,1,40,very high,No,execellent,none,high,9,Single,28,execellent,rarely,No
4/12/85,Female,2,System Engineer,Research & Development,bachelor/engineer,Technical Degree,9,9,8,1,6933,1,40,very high,No,execellent,none,very high,1,Single,20,outstanding,rarely,No
6/12/86,Male,2,System Engineer,Research & Development,bachelor/engineer,Technical Degree,11,11,4,5,6580,1,40,high,Yes,execellent,low,very high,1,Married,11,average,rarely,No
2/1/78,Male,3,System Engineer,Research & Development,bachelor/engineer,Technical Degree,12,8,7,7,8239,1,40,very high,Yes,execellent,low,high,3,Married,7,good,rarely,No
3/3/76,Male,3,Human Resources,Research & Development,master,Technical Degree,14,11,10,2,10326,1,40,medium,Yes,outstanding,low,very high,4,Married,19,outstanding,frequently,No
4/30/85,Female,2,Manager,Research & Development,master,Medical,12,12,9,8,4153,2,40,very high,Yes,execellent,none,high,1,Married,7,outstanding,none,No
10/13/79,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,15,8,7,6,5244,2,40,very high,No,execellent,none,very high,5,Married,14,outstanding,rarely,No
2/13/80,Male,2,System Engineer,Research & Development,master,Technical Degree,15,14,12,8,4436,2,40,very high,No,outstanding,low,high,1,Single,3,good,rarely,No
12/30/84,Male,2,Manager,Research & Development,college,Life Sciences,9,7,7,6,3069,1,40,very high,No,execellent,low,very high,1,Single,4,execellent,rarely,No
12/31/86,Male,2,System Engineer,Research & Development,master,Technical Degree,7,6,3,2,4682,0,40,high,No,execellent,low,very high,2,Single,9,good,frequently,No
8/15/71,Male,2,Research Director,Research & Development,master,Medical,12,5,4,4,6436,1,40,medium,No,execellent,low,high,6,Married,10,outstanding,rarely,No
11/8/83,Male,4,Research Director,Staff,doctor,Medical,12,8,4,2,16426,0,40,medium,Yes,outstanding,low,high,3,Single,8,outstanding,rarely,No
4/10/76,Male,2,Research Scientist,Research & Development,master,Other,20,14,7,6,4327,0,40,very high,Yes,outstanding,none,high,2,Single,16,outstanding,rarely,No
9/22/86,Male,1,Laboratory Technician,Staff,college,Medical,2,2,1,1,2806,0,40,very high,No,outstanding,none,medium,1,Married,7,outstanding,rarely,No
11/17/84,Male,2,Research Scientist,Research & Development,master,Technical Degree,8,5,3,3,4404,1,40,medium,No,execellent,low,very high,2,Married,12,execellent,rarely,No
2/26/75,Male,5,Manager,Research & Development,college,Technical Degree,22,22,15,12,19243,1,40,high,No,execellent,low,very high,1,Married,5,outstanding,rarely,No
9/5/66,Male,5,Research Director,Research & Development,bachelor/engineer,Medical,24,8,6,5,19410,1,40,low,No,execellent,low,medium,4,Married,7,execellent,none,No
11/3/71,Male,1,Manager,Research & Development,bachelor/engineer,Technical Degree,7,2,1,1,2556,1,40,very high,No,execellent,low,high,5,Single,2,execellent,none,No
3/4/67,Male,4,Healthcare Representative,Research & Development,bachelor/engineer,Other,27,6,3,1,10982,0,40,high,No,outstanding,low,very high,8,Single,8,execellent,rarely,No
12/5/64,Male,3,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,17,5,2,3,10586,1,40,high,Yes,execellent,low,medium,2,Married,3,execellent,none,No
4/17/89,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,5,5,2,2,2713,1,40,high,Yes,execellent,low,very high,1,Married,21,outstanding,rarely,No
7/29/83,Male,2,Manufacturing Director,Research & Development,master,Medical,14,14,13,8,5207,1,40,high,Yes,execellent,low,very high,1,Married,23,execellent,rarely,No
12/3/63,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,9,5,2,4,4441,1,40,very high,Yes,execellent,low,low,6,Single,11,outstanding,rarely,No
10/26/85,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,10,8,6,3,6130,2,40,very high,No,execellent,low,high,2,Married,7,outstanding,rarely,No
5/24/86,Male,1,Human Resources,Research & Development,bachelor/engineer,Other,3,3,2,2,2306,2,40,very high,No,execellent,none,high,1,Divorced,6,outstanding,rarely,No
2/8/85,Male,2,System Engineer,Engineer,master,Technical Degree,10,6,3,4,5333,0,40,very high,No,execellent,low,medium,6,Single,6,outstanding,rarely,No
9/23/77,Male,3,System Engineer,Research & Development,master,Technical Degree,17,15,10,11,10863,1,40,very high,Yes,execellent,low,very high,6,Single,10,good,rarely,No
9/30/88,Female,1,Research Scientist,Research & Development,college,Medical,8,5,3,3,2006,3,40,medium,No,execellent,low,high,2,Married,2,execellent,none,No
1/12/87,Male,2,Laboratory Technician,Research & Development,college,Other,10,5,4,4,4025,1,40,very high,Yes,outstanding,low,high,4,Married,14,good,rarely,No
